city,competition,date_0,date_1,date_2,date_3,date_4,eliminator,file_no,gender,index,match_number,match_referee,method,neutralvenue,outcome,player_of_match,reserve_umpire,season,series,team,toss_decision,toss_winner,tv_umpire,umpire_0,umpire_1,venue,winner,winner_innings,winner_runs,winner_wickets
Karachi,Asia Cup,2008/07/02,,,,,,335355,male,0,10,AG Hurst,,,,Younis Khan,Iftikhar Malik,2008,,India,bat,India,AFM Akhtaruddin,IJ Gould,AL Hill,National Stadium,Pakistan,,,8
Colombo,,2015/07/22,,,,,,860275,male,0,4,J Srinath,,,,Ahmed Shehzad,REJ Martinesz,2015,Pakistan in Sri Lanka ODI Series,Pakistan,bat,Sri Lanka,IJ Gould,RJ Tucker,RR Wimalasiri,R Premadasa Stadium,Pakistan,,,7
,ICC World Twenty20,2012/10/01,,,,,West Indies,533292,male,0,21,J Srinath,,true,tie,SP Narine,SJ Davis,2012/13,,West Indies,field,New Zealand,SJA Taufel,Aleem Dar,Asad Rauf,Pallekele International Cricket Stadium,,,,
Colombo,,2016/08/24,,,,,,995459,male,0,2,J Srinath,,,,AD Mathews,REJ Martinesz,2016,Australia in Sri Lanka ODI Series,Australia,bat,Sri Lanka,Aleem Dar,MA Gough,RR Wimalasiri,R Premadasa Stadium,Sri Lanka,,82,
Brisbane,,2006/01/15,,,,,,226375,male,0,2,JJ Crowe,,,,SM Pollock,,2005/06,VB Series,South Africa,bat,Australia,DJ Harper,Aleem Dar,SJA Taufel,"""Brisbane Cricket Ground",South Africa,,,5
Mumbai,ICC Women's World Cup,2013/02/13,,,,,,594912,female,0,21,DT Jukes,,true,,SJ Taylor,Shahul Hameed,2012/13,,New Zealand,bat,England,Sarika Prasad,VA Kulkarni,BB Pradhan,Brabourne Stadium,England,,15,
Centurion,ICC Champions Trophy,2009/09/22,,,,,,415273,male,0,1,JJ Crowe,D/L,,,TM Dilshan,AL Hill,2009/10,,Sri Lanka,field,South Africa,SJ Davis,IJ Gould,SJA Taufel,SuperSport Park,Sri Lanka,,55,
Singapore,Asian Cricket Council Elite League,2014/06/08,,,,,,746091,male,0,,RT Mohamed,,true,,Mohamed Mahfooz,Hardeep Jadeja,2014,,Maldives,bat,Bahrain,,B Manikandan,A Natarajan,Indian Association Ground,Maldives,,,8
Jamaica,ICC World Cup,2007/03/15,,,,,,247461,male,0,5,RS Mahanama,,true,tie,JP Bray,SJA Taufel,2006/07,,Zimbabwe,field,Zimbabwe,BF Bowden,IJ Gould,BG Jerling,"""Sabina Park",,,,
Jamaica,ICC World Cup,2007/03/19,,,,,,247469,male,0,13,RS Mahanama,,,,SC Williams,BG Jerling,2006/07,,Zimbabwe,field,West Indies,BF Bowden,IJ Gould,SJA Taufel,"""Sabina Park",West Indies,,,6
Jaipur,ICC Champions Trophy,2006/11/02,,,,,,249758,male,0,,JJ Crowe,,true,,CH Gayle,AM Saheba,2006/07,,West Indies,bat,South Africa,DJ Harper,Aleem Dar,SJA Taufel,Sawai Mansingh Stadium,West Indies,,,6
St Kitts,,2016/06/11,,,,,,932855,male,0,4,JJ Crowe,,true,,DA Warner,GO Brathwaite,2016,West Indies Tri-Nation Series,South Africa,bat,Australia,RK Illingworth,NJ Llong,JS Wilson,"""Warner Park",Australia,,36,
,,2016/09/01,,,,,,995465,male,0,5,J Srinath,,,,DA Warner,REJ Martinesz,2016,Australia in Sri Lanka ODI Series,Australia,bat,Sri Lanka,MA Gough,Aleem Dar,RSA Palliyaguruge,Pallekele International Cricket Stadium,Australia,,,5
London,ICC Champions Trophy,2017/06/11,,,,,,1022367,male,0,11,DC Boon,,true,,JJ Bumrah,RA Kettleborough,2017,,South Africa,field,India,RK Illingworth,Aleem Dar,PR Reiffel,Kennington Oval,India,,,8
Southampton,,2017/05/27,,,,,,1031427,male,0,2,AJ Pycroft,,,,BA Stokes,RT Robinson,2017,South Africa in England ODI Series,South Africa,field,South Africa,RJ Tucker,RJ Bailey,CB Gaffaney,The Rose Bowl,England,,2,
Mumbai,Indian Premier League,2019/05/02,,,,,Mumbai Indians,1178426,male,0,51,M Nayyar,,,tie,JJ Bumrah,K Srinivasan,2019,,Sunrisers Hyderabad,bat,Mumbai Indians,A Nand Kishore,CK Nandan,S Ravi,Wankhede Stadium,,,,
Colombo,,2007/07/23,,,,,,293482,male,0,2,JJ Crowe,,,,ST Jayasuriya,ID Gunawardene,2007,Bangladesh in Sri Lanka ODI Series,Bangladesh,field,Sri Lanka,REJ Martinesz,RE Koertzen,TH Wijewardene,R Premadasa Stadium,Sri Lanka,,,5
London,,2017/05/29,,,,,,1031429,male,0,3,AJ Pycroft,,,,K Rabada,RJ Bailey,2017,South Africa in England ODI Series,South Africa,field,South Africa,CB Gaffaney,MA Gough,RJ Tucker,Lord's,South Africa,,,7
,Commonwealth Bank Series,2012/03/06,,,,,,518969,male,0,2,BC Broad,,,,TM Dilshan,SD Fry,2011/12,,Sri Lanka,bat,Australia,PR Reiffel,Asad Rauf,BNJ Oxenford,Adelaide Oval,Sri Lanka,,,8
Nairobi,,2006/08/13,,,,,,249379,male,0,2,RS Mahanama,,,,Mashrafe Mortaza,,2006,Bangladesh in Kenya ODI Series,Bangladesh,bat,Kenya,R D'Mello,K Hariharan,SR Modi,Gymkhana Club Ground,Bangladesh,,,2
Wellington,,2017/02/25,,,,,,1020035,male,0,3,J Srinath,,,,AB de Villiers,SB Haig,2016/17,South Africa in New Zealand ODI Series,South Africa,bat,South Africa,PR Reiffel,CM Brown,JS Wilson,Westpac Stadium,South Africa,,159,
Manchester,,2013/09/08,,,,,,566942,male,0,2,JJ Crowe,,,,MJ Clarke,RT Robinson,2013,NatWest Series,Australia,field,England,Aleem Dar,RA Kettleborough,S Ravi,Old Trafford,Australia,,88,
London,ICC Champions Trophy,2017/06/05,,,,,,1022355,male,0,5,BC Broad,,true,no result,,S Ravi,2017,,Bangladesh,bat,Bangladesh,IJ Gould,CB Gaffaney,NJ Llong,Kennington Oval,,,,
Chittagong,,2014/11/23,,,,,,760789,male,0,2,RS Madugalle,,,,Mashrafe Mortaza,Masudur Rahman,2014/15,Zimbabwe in Bangladesh ODI Series,Zimbabwe,bat,Bangladesh,Anisur Rahman,CB Gaffaney,Sharfuddoula,Zahur Ahmed Chowdhury Stadium,Bangladesh,,68,
,,2014/01/23,,,,,,666041,female,0,2,D Cox,,,,NE Bolton,,2013/14,Women's Ashes,England,bat,Australia,,AJ Barrow,GJ Davidson,Melbourne Cricket Ground,Australia,,26,
Lahore,,2008/04/13,,,,,,343761,male,0,3,MJ Procter,,,,Salman Butt,,2007/08,Bangladesh in Pakistan ODI Series,Bangladesh,bat,Pakistan,Zameer Haider,SA Bucknor,Nadeem Ghauri,Gaddafi Stadium,Pakistan,,23,
Hong Kong,"""ICC World Cricket League Championship",2017/02/16,,,,,,1068731,male,0,33,D Govindjee,,,,MJG Rippon,Tabarak Dar,2016/17,,Netherlands,bat,Netherlands,,BB Pradhan,IA Thomson,"""Mission Road Ground",Netherlands,,5,
Napier,,2012/02/29,,,,,,520601,male,0,2,RS Mahanama,,,,M Morkel,CB Gaffaney,2011/12,South Africa in New Zealand ODI Series,South Africa,field,South Africa,RK Illingworth,Aleem Dar,GAV Baxter,McLean Park,South Africa,,,6
Abu Dhabi,,2012/02/15,,,,,,531632,male,0,2,JJ Crowe,,true,,AN Cook,Ahsan Raza,2011/12,Pakistan v England ODI Series,Pakistan,bat,England,SJA Taufel,Aleem Dar,HDPK Dharmasena,Sheikh Zayed Stadium,England,,20,
Bulawayo,,2016/11/23,,,,,,1059714,male,0,5,J Srinath,,true,,BKG Mendis,L Rusere,2016/17,Zimbabwe Tri-Nation Series,West Indies,field,West Indies,MA Gough,RK Illingworth,TJ Matibiri,Queens Sports Club,Sri Lanka,,1,
Wellington,,2010/03/13,,,,,,423795,male,0,5,RS Madugalle,,,,TG Southee,WR Knights,2009/10,Chappell-Hadlee Trophy,Australia,field,Australia,EA Watkin,Asad Rauf,GAV Baxter,Westpac Stadium,New Zealand,,51,
Colombo,ICC Cricket World Cup,2011/03/26,,,,,,433603,male,0,,JJ Crowe,,,,TM Dilshan,SK Tarapore,2010/11,,England,bat,England,AL Hill,BR Doctrove,SJA Taufel,R Premadasa Stadium,Sri Lanka,,,10
Hambantota,,2011/08/16,,,,,,516208,male,0,3,J Srinath,,,,WU Tharanga,RSA Palliyaguruge,2011,Australia in Sri Lanka ODI Series,Australia,field,Australia,AL Hill,Asad Rauf,REJ Martinesz,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,,78,
Ayr,,2010/08/16,,,,,,450498,male,0,1,BC Broad,,,,,RM Wylie,2010,Afghanistan in Scotland ODI Series,Afghanistan,bat,Scotland,,EAR de Silva,IN Ramage,Cambusdoon New Ground,Afghanistan,,,9
Ahmedabad,ICC Cricket World Cup,2011/03/04,,,,,,433575,male,0,18,RS Mahanama,,true,,MJ Guptill,BF Bowden,2010/11,,Zimbabwe,bat,Zimbabwe,RJ Tucker,Aleem Dar,M Erasmus,"""Sardar Patel Stadium",New Zealand,,,10
Guyana,ICC World Cup,2007/04/09,,,,,,247492,male,0,36,RS Madugalle,,true,,PG Fulton,GE Greaves,2006/07,,New Zealand,bat,New Zealand,BR Doctrove,SA Bucknor,SJA Taufel,Providence Stadium,New Zealand,,129,
,,2016/11/14,,,,,,1059710,male,0,1,J Srinath,,,,DM de Silva,L Rusere,2016/17,Zimbabwe Tri-Nation Series,Sri Lanka,field,Sri Lanka,M Erasmus,C Shamshuddin,RB Tiffin,Harare Sports Club,Sri Lanka,,,8
Hamilton,,2017/03/01,,,,,,1020037,male,0,4,J Srinath,,,,MJ Guptill,SB Haig,2016/17,South Africa in New Zealand ODI Series,South Africa,bat,South Africa,JS Wilson,WR Knights,PR Reiffel,Seddon Park,New Zealand,,,7
Kuala Lumpur,Asian Cricket Council Premier League,2014/05/07,,,,,,736521,male,0,13,Ramesh Menon,D/L,true,,Dawlat Zadran,B Ramani,2014,,Nepal,field,Nepal,,Sarika Prasad,Shafizan Shahriman,Kinrara Academy Oval,Afghanistan,,108,
,Commonwealth Bank Series,2012/03/08,,,,,,518970,male,0,3,BC Broad,,,,CJ McKay,AP Ward,2011/12,,Sri Lanka,field,Sri Lanka,SD Fry,Asad Rauf,BNJ Oxenford,Adelaide Oval,Australia,,16,
Brisbane,Commonwealth Bank Series,2007/01/19,,,,,,249233,male,0,4,RS Madugalle,,,,MEK Hussey,TP Laycock,2006/07,,England,bat,England,RL Parry,DJ Harper,IL Howell,"""Brisbane Cricket Ground",Australia,,,4
,Commonwealth Bank Series,2008/02/10,,,,,,291362,male,0,4,JJ Crowe,,,,I Sharma,AP Ward,2007/08,,India,bat,Australia,RL Parry,RE Koertzen,SJA Taufel,Melbourne Cricket Ground,India,,,5
Bulawayo,,2007/12/07,,,,,,317581,male,0,4,BC Broad,,,,JE Taylor,,2007/08,West Indies in Zimbabwe ODI Series,West Indies,field,West Indies,KC Barbour,BG Jerling,RB Tiffin,Queens Sports Club,West Indies,,,5
Mumbai,ICC Champions Trophy,2006/10/18,,,,,,249748,male,0,10,MJ Procter,,true,,RS Morton,SN Bandekar,2006/07,,West Indies,bat,West Indies,Aleem Dar,MR Benson,RE Koertzen,Brabourne Stadium,West Indies,,10,
Mirpur,,2016/09/28,,,,,,1051299,male,0,2,RB Richardson,,,,Mohammad Nabi,Gazi Sohel,2016/17,Afghanistan in Bangladesh ODI Series,Afghanistan,field,Afghanistan,Masudur Rahman,Anisur Rahman,C Shamshuddin,Shere Bangla National Stadium,Afghanistan,,,2
Birmingham,,2014/06/03,,,,,,667897,male,0,5,JJ Crowe,,,,HDRL Thirimanne,RK Illingworth,2014,Sri Lanka in England ODI Series,Sri Lanka,bat,England,M Erasmus,CB Gaffaney,MA Gough,Edgbaston,Sri Lanka,,,6
London,ICC Champions Trophy,2013/06/17,,,,,,578625,male,0,12,J Srinath,,true,,DPMD Jayawardene,BF Bowden,2013,,Sri Lanka,field,Australia,Aleem Dar,M Erasmus,AL Hill,Kennington Oval,Sri Lanka,,20,
Kuala Lumpur,ICC World Cricket League Division Three,2014/10/24,,,,,,785965,male,0,,D Govindjee,,true,,RG Mukasa,N Sivan,2014/15,,Uganda,bat,Uganda,,K Cross,C Young,Kinrara Academy Oval,Uganda,,1,
Cape Town,,2009/11/27,,,,,,387567,male,0,3,J Srinath,,,,AB de Villiers,JD Cloete,2009/10,England in South Africa ODI Series,England,bat,South Africa,BG Jerling,M Erasmus,RJ Tucker,Newlands,South Africa,,112,
Pianoro,ICC World Cricket League Division Four,2010/08/21,,,,,,467093,male,0,,DT Jukes,,,,LJ Cush,IJ Gould,2010,,United States of America,bat,Italy,,RP Smith,C Young,Ovale di Rastignano,United States of America,,,8
Dublin,,2016/08/11,,,,,,962017,female,0,4,DT Jukes,,,,,S Wijesundera,2016,South Africa Women in Ireland ODI Series,South Africa,bat,South Africa,,AJ Neill,PA Reynolds,The Hills Cricket Club Ground,Ireland,,,7
Grenada,,2013/02/22,,,,,,593983,male,0,1,J Srinath,,,,J Charles,PJ Nero,2012/13,Zimbabwe in West Indies ODI Series,Zimbabwe,field,Zimbabwe,JD Cloete,IJ Gould,JS Wilson,"""National Cricket Stadium",West Indies,,156,
Southend-on-Sea,ICC Women's World Cup Qualifying Series Europe Region,2016/07/15,,,,,,1033707,female,0,3,,,true,,,M Hawthorne,2016,,Scotland,bat,Netherlands,,IAF Bevers,AM Smith,Garon Park,Scotland,,,8
Jaipur,,2010/02/21,,,,,,441827,male,0,1,AJ Pycroft,,,,RA Jadeja,RM Deshpande,2009/10,South Africa in India ODI Series,South Africa,field,South Africa,SS Hazare,AM Saheba,SK Tarapore,Sawai Mansingh Stadium,India,,1,
Dunedin,ICC Cricket World Cup,2015/02/26,,,,,,656431,male,0,17,DC Boon,,true,,Samiullah Shenwari,CB Gaffaney,2014/15,,Scotland,field,Afghanistan,RJ Tucker,SD Fry,RSA Palliyaguruge,University Oval,Afghanistan,,,1
Hong Kong,,2016/11/04,,,,,,1026847,male,0,1,GF Labrooy,,,,Babar Hayat,Z Nizami,2016/17,Papua New Guinea in Hong Kong ODI Series,Papua New Guinea,bat,Hong Kong,,Sharfuddoula,Tabarak Dar,"""Mission Road Ground",Hong Kong,,106,
Nairobi,,2007/09/01,,,,,,306987,male,0,1,MJ Procter,,,,Nazimuddin,NA Shah,2007/08,Twenty20 Quadrangular (in Kenya),Bangladesh,field,Bangladesh,,R D'Mello,SR Modi,Gymkhana Club Ground,Bangladesh,,,5
Dublin,,2010/08/18,,,,,,464720,male,0,2,D Govindjee,,,,,TC Magee,2010,Netherlands in Ireland ODI Series,Netherlands,bat,Netherlands,,NG Bagh,JD Cloete,Clontarf Cricket Club Ground,Ireland,,,9
Dublin,,2013/05/26,,,,,,601613,male,0,2,JJ Crowe,,,,Kamran Akmal,L Fourie,2013,Pakistan in Ireland ODI Series,Pakistan,field,Pakistan,,IJ Gould,RP Smith,Clontarf Cricket Club Ground,Pakistan,,,2
,,2016/01/02,,,,,,953339,male,0,3,DT Jukes,,true,,H Masakadza,Iftikhar Ali,2015/16,Afghanistan v Zimbabwe ODI Series,Zimbabwe,bat,Zimbabwe,C Shamshuddin,AK Chaudhary,VA Kulkarni,Sharjah Cricket Stadium,Zimbabwe,,117,
Birmingham,World Cup,2019/06/19,,,,,,1144507,male,0,25,RB Richardson,,,,KS Williamson,RSA Palliyaguruge,2019,,South Africa,field,New Zealand,RJ Tucker,IJ Gould,NJ Llong,Edgbaston,New Zealand,,,4
,Zimbabwe Triangular Series,2010/06/07,,,,,,452151,male,0,6,JJ Crowe,,,,BRM Taylor,,2010,,Sri Lanka,field,Zimbabwe,O Chirombe,RE Koertzen,RB Tiffin,Harare Sports Club,Zimbabwe,,,8
St Lucia,,2009/07/05,,,,,,377316,male,0,4,BC Broad,,,no result,,VV Bullen,2009,India in West Indies ODI Series,India,field,India,GE Greaves,CR Duncan,NJ Llong,"""Beausejour Stadium",,,,
Barbados,ICC World Cup,2007/04/19,,,,,,247502,male,0,46,JJ Crowe,,,,RR Sarwan,SA Bucknor,2006/07,,Bangladesh,field,Bangladesh,SJA Taufel,BF Bowden,RE Koertzen,"""Kensington Oval",West Indies,,99,
Cuttack,,2011/11/29,,,,,,536929,male,0,1,DC Boon,,,,RG Sharma,C Shamshuddin,2011/12,West Indies in India ODI Series,West Indies,field,India,S Ravi,AL Hill,SK Tarapore,Barabati Stadium,India,,,1
Port Elizabeth,,2016/10/09,,,,,,936141,male,0,4,BC Broad,,,,KJ Abbott,S George,2016/17,Australia in South Africa ODI Series,Australia,bat,Australia,JS Wilson,AT Holdstock,NJ Llong,St George's Park,South Africa,,,6
St Clement,ICC World Cricket League Division Five,2016/05/24,,,,,,979827,male,0,,DT Jukes,,,,,S Redfern,2016,,Tanzania,bat,Jersey,,AJT Dowdalls,HKG Jansen,FB Fields,Jersey,,85,
St Kitts,,2012/07/11,,,,,,560925,male,0,3,AJ Pycroft,,,,RJ Nicol,PJ Nero,2012,New Zealand in West Indies ODI Series,New Zealand,field,West Indies,RK Illingworth,RA Kettleborough,JS Wilson,"""Warner Park",New Zealand,,88,
Abu Dhabi,Indian Premier League,2014/04/29,,,,,Rajasthan Royals,729315,male,0,19,GF Labrooy,,true,tie,JP Faulkner,K Srinath,2014,,Rajasthan Royals,bat,Rajasthan Royals,VA Kulkarni,Aleem Dar,AK Chaudhary,Sheikh Zayed Stadium,,,,
Kolkata,,2011/10/25,,,,,,521222,male,0,5,RS Mahanama,,,,RA Jadeja,VA Kulkarni,2011/12,England in India ODI Series,England,field,England,S Ravi,S Asnani,BF Bowden,Eden Gardens,India,,95,
Derby,ICC Women's World Cup,2017/07/09,,,,,,1085964,female,0,20,DT Jukes,,true,,A Mohammed,P Wilson,2017,,West Indies,field,Sri Lanka,,S George,CA Polosak,County Ground,West Indies,,47,
,Zimbabwe Triangular Series,2010/06/09,,,,,,452152,male,0,,JJ Crowe,,,,TM Dilshan,TJ Matibiri,2010,,Sri Lanka,field,Sri Lanka,O Chirombe,RE Koertzen,RB Tiffin,Harare Sports Club,Sri Lanka,,,9
,Asia Cup,2010/06/19,,,,,,455234,male,0,4,AJ Pycroft,,true,,G Gambhir,RMPJ Rambukwella,2010,,Pakistan,bat,Pakistan,Sharfuddoula,BF Bowden,BR Doctrove,Rangiri Dambulla International Stadium,India,,,3
Auckland,,2017/01/30,,,,,,1020013,male,0,1,RS Madugalle,,,,MP Stoinis,,2016/17,Chappell-Hadlee Trophy,Australia,field,Australia,HDPK Dharmasena,WR Knights,RSA Palliyaguruge,Eden Park,New Zealand,,6,
,Commonwealth Bank Series,2007/02/09,,,,,,249240,male,0,1,MJ Procter,,,,PD Collingwood,JD Ward,2006/07,,England,bat,Australia,RL Parry,Asad Rauf,DJ Harper,Melbourne Cricket Ground,England,,,4
,,2012/02/21,,,,,,531634,male,0,4,JJ Crowe,,true,,KP Pietersen,Ahsan Raza,2011/12,Pakistan v England ODI Series,Pakistan,bat,Pakistan,SJA Taufel,HDPK Dharmasena,Zameer Haider,Dubai International Cricket Stadium,England,,,4
Bristol,ICC Women's World Cup,2017/06/24,,,,,,1085945,female,0,1,DT Jukes,,true,,HR Huddleston,S Redfern,2017,,Sri Lanka,field,New Zealand,,AK Chaudhary,CA Polosak,County Ground,New Zealand,,,9
Bristol,,2017/05/05,,,,,,1029001,male,0,1,RS Madugalle,,,,AU Rashid,RT Robinson,2017,Ireland in England ODI Series,Ireland,bat,Ireland,PR Reiffel,Aleem Dar,RJ Bailey,County Ground,England,,,7
Rajkot,,2007/02/11,,,,,,267712,male,0,2,AG Hurst,,,,KC Sangakkara,SD Ranade,2006/07,Sri Lanka in India ODI Series,Sri Lanka,field,India,GA Pratapkumar,SL Shastri,SJA Taufel,Madhavrao Scindia Cricket Ground,Sri Lanka,,5,
Mirpur,,2008/03/14,,,,,,323951,male,0,3,RS Madugalle,,,,JA Morkel,Enamul Haque,2007/08,South Africa in Bangladesh ODI Series,South Africa,bat,Bangladesh,AFM Akhtaruddin,Aleem Dar,Nadir Shah,Shere Bangla National Stadium,South Africa,,,7
Brisbane,,2016/01/15,,,,,,895809,male,0,2,JJ Crowe,,,,RG Sharma,SAJ Craig,2015/16,India in Australia ODI Series,India,bat,India,SD Fry,RA Kettleborough,MD Martell,"""Brisbane Cricket Ground",Australia,,,7
Benoni,ICC World Cup Qualifiers,2009/04/01,,,,,,390204,male,0,4,BC Broad,,true,,WTS Porterfield,KC Barbour,2009,,Scotland,field,Ireland,,M Erasmus,AM Saheba,Willowmoore Park,Ireland,,,7
,,2009/04/22,,,,,,392616,male,0,1,JJ Crowe,,true,,Shahid Afridi,Zameer Haider,2009,Australia v Pakistan ODI Series,Pakistan,bat,Australia,Asad Rauf,BF Bowden,Nadeem Ghauri,Dubai Sports City Cricket Stadium,Pakistan,,,4
Grenada,,2013/02/26,,,,,,593985,male,0,3,J Srinath,,,,DM Bravo,PJ Nero,2012/13,Zimbabwe in West Indies ODI Series,Zimbabwe,bat,Zimbabwe,JD Cloete,GO Brathwaite,IJ Gould,"""National Cricket Stadium",West Indies,,,5
Dominica,,2009/07/26,,,,,,401073,male,0,1,RS Mahanama,,,,Abdur Razzak,NA Malcolm,2009,Bangladesh in West Indies ODI Series,Bangladesh,field,West Indies,CR Duncan,BR Doctrove,AL Hill,"""Windsor Park",Bangladesh,,52,
Lincoln,ICC Cricket World Cup Qualifier,2014/01/23,,,,,,696733,male,0,19,D Govindjee,,true,,IA Karim,Enamul Haque,2013/14,,Netherlands,field,Kenya,,VA Kulkarni,MD Martell,Bert Sutcliffe Oval,Kenya,,,4
Fatullah,Asia Cup,2014/02/25,,,,,,710291,male,0,1,JJ Crowe,,true,,SL Malinga,Masudur Rahman,2013/14,,Sri Lanka,bat,Sri Lanka,Anisur Rahman,JD Cloete,BNJ Oxenford,Khan Shaheb Osman Ali Stadium,Sri Lanka,,12,
Colombo,ICC Women's World Cup Qualifier,2017/02/07,,,,,,1073402,female,0,2,,,true,,KJ Garth,RD Kottahachchi,2016/17,,Zimbabwe,field,Zimbabwe,,AK Chaudhary,JM Williams,Mercantile Cricket Association Ground,Ireland,,119,
Nagpur,,2009/10/28,,,,,,416237,male,0,2,BC Broad,,,,MS Dhoni,S Asnani,2009/10,Australia in India ODI Series,Australia,field,Australia,SS Hazare,AM Saheba,SK Tarapore,"""Vidarbha Cricket Association Stadium",India,,99,
Mumbai,ICC Women's World Cup,2013/02/05,,,,,,594901,female,0,12,DT Jukes,,,,HMD Rasangika,R Pandit,2012/13,,Sri Lanka,bat,Sri Lanka,S George,GO Brathwaite,M Hawthorne,Brabourne Stadium,Sri Lanka,,138,
Auckland,,2016/02/03,,,,,,914231,male,0,1,BC Broad,,,,MJ Guptill,BF Bowden,2015/16,Chappell-Hadlee Trophy,Australia,field,Australia,,IJ Gould,DJ Walker,Eden Park,New Zealand,,159,
Nairobi,ICC World Cricket League Division One,2007/02/04,,,,,,267387,male,0,10,RS Mahanama,,true,,RN ten Doeschate,AK Ghose,2006/07,,Netherlands,field,Netherlands,,Shahul Hameed,TH Wijewardene,Ruaraka Sports Club Ground,Netherlands,,,8
Lahore,,2015/05/26,,,,,,868727,male,0,1,Azhar Khan,,,,Shoaib Malik,Shozab Raza,2015,Zimbabwe in Pakistan ODI Series,Zimbabwe,bat,Pakistan,Ahmed Shahab,Aleem Dar,RB Tiffin,Gaddafi Stadium,Pakistan,,41,
,ICC Cricket World Cup,2015/03/26,,,,,,656493,male,0,,RS Madugalle,,,,SPD Smith,RK Illingworth,2014/15,,India,bat,Australia,M Erasmus,HDPK Dharmasena,RA Kettleborough,Sydney Cricket Ground,Australia,,95,
Southampton,,2007/08/21,,,,,,258471,male,0,1,RS Mahanama,,,,IR Bell,NJ Llong,2007,NatWest Series,India,field,India,IJ Gould,MR Benson,BR Doctrove,The Rose Bowl,England,,104,
Edinburgh,"""ICC World Cricket League Championship",2017/06/13,,,,,,1068740,male,0,40,DT Jukes,,,,,DA Haggo,2017,,Namibia,bat,Namibia,,IN Ramage,Sharfuddoula,"""Grange Cricket Club Ground",Namibia,,50,
Centurion,,2013/03/15,,,,,,567369,male,0,2,AJ Pycroft,D/L,,,Mohammad Irfan,JD Cloete,2012/13,Pakistan in South Africa ODI Series,Pakistan,bat,South Africa,HDPK Dharmasena,BF Bowden,AT Holdstock,SuperSport Park,Pakistan,,,6
,,2009/02/06,,,,,,351690,male,0,2,RS Mahanama,,,,MJ Clarke,GC Joshua,2008/09,Chappell-Hadlee Trophy,New Zealand,field,New Zealand,RJ Tucker,SA Bucknor,PR Reiffel,Melbourne Cricket Ground,New Zealand,,,6
Cardiff,ICC Champions Trophy,2017/06/14,,,,,,1022371,male,0,,AJ Pycroft,,,,Hasan Ali,BNJ Oxenford,2017,,Pakistan,field,Pakistan,CB Gaffaney,M Erasmus,RJ Tucker,Sophia Gardens,Pakistan,,,8
Bristol,ICC Women's World Cup,2017/07/02,,,,,,1085954,female,0,10,DT Jukes,,true,,EA Perry,AK Chaudhary,2017,,New Zealand,bat,New Zealand,,Ahsan Raza,JM Williams,County Ground,Australia,,,5
Chennai,Afro-Asia Cup,2007/06/10,,,,,,289110,male,0,3,BC Broad,,true,,MS Dhoni,SL Shastri,2007,,Asia XI,bat,Asia XI,AM Saheba,AL Hill,PD Parker,"""MA Chidambaram Stadium",Asia XI,,13,
Mirpur,,2011/12/03,,,,,,538070,male,0,2,J Srinath,,,,Nasir Hossain,Mahfuzur Rahman,2011/12,Pakistan in Bangladesh ODI Series,Pakistan,bat,Pakistan,Enamul Haque,JD Cloete,Nadir Shah,Shere Bangla National Stadium,Pakistan,,76,
,Sri Lanka Triangular Series,2010/08/25,,,,,,456665,male,0,6,AG Hurst,,true,,V Sehwag,PG Liyanage,2010,,New Zealand,bat,India,HDPK Dharmasena,Asad Rauf,EAR de Silva,Rangiri Dambulla International Stadium,India,,105,
Durban,,2015/01/16,,,,,,722339,male,0,1,BC Broad,D/L,,,AB de Villiers,AT Holdstock,2014/15,West Indies in South Africa ODI Series,West Indies,bat,South Africa,SJ Davis,JD Cloete,S Ravi,Kingsmead,South Africa,,61,
Barbados,ICC World Cup,2007/04/21,,,,,,247504,male,0,48,RS Madugalle,,,,KP Pietersen,SA Bucknor,2006/07,,England,field,England,BF Bowden,RE Koertzen,SJA Taufel,"""Kensington Oval",England,,,1
Antigua,ICC World Cup,2007/03/31,,,,,,247485,male,0,29,BC Broad,,true,,GD McGrath,Asad Rauf,2006/07,,Bangladesh,field,Australia,RE Koertzen,Aleem Dar,BF Bowden,"""Sir Vivian Richards Stadium",Australia,,,10
,,2013/02/22,,,,,,603239,female,0,1,WC Labrooy,,,,,MSK Nandiweera,2012/13,West Indies Women in Sri Lanka ODI Series,West Indies,bat,Sri Lanka,,LE Hannibal,RA Kottahachchi,Rangiri Dambulla International Stadium,West Indies,,,4
Chester-le-Street,World Cup,2019/07/03,,,,,,1144523,male,0,41,DC Boon,,,,JM Bairstow,BNJ Oxenford,2019,,New Zealand,bat,England,PR Reiffel,RJ Tucker,S Ravi,Riverside Ground,England,,119,
,,2014/01/12,,,,,,636159,male,0,1,RS Madugalle,,,,AJ Finch,JD Ward,2013/14,England in Australia ODI Series,England,bat,England,HDPK Dharmasena,SD Fry,REJ Martinesz,Melbourne Cricket Ground,Australia,,,6
Mirpur,,2014/12/01,,,,,,760795,male,0,5,RS Madugalle,,,,Taijul Islam,Gazi Sohel,2014/15,Zimbabwe in Bangladesh ODI Series,Zimbabwe,bat,Zimbabwe,Anisur Rahman,CB Gaffaney,Sharfuddoula,Shere Bangla National Stadium,Bangladesh,,,5
